template_id,node_id,parent_node,field,field_order,kind,column,type,table,slot,container,key_column,parent,row_id,map_key,owner
guest_settings_format_01,0.9.1.0,0.9.1,body,0,cell,defaults.f.body,str,,,,,,,,
guest_settings_format_01,0.9.1.1,0.9.1,outfit,1,cell,defaults.f.outfit,str,,,,,,,,
guest_settings_format_01,0.9.1.2,0.9.1,eyes,2,cell,defaults.f.eyes,str,,,,,,,,
guest_settings_format_01,0.9.1.3,0.9.1,eyebrows,3,cell,defaults.f.eyebrows,str,,,,,,,,
guest_settings_format_01,0.9.1.4,0.9.1,mouth,4,cell,defaults.f.mouth,str,,,,,,,,
guest_settings_format_01,0.9.1.5,0.9.1,hair,5,cell,defaults.f.hair,str,,,,,,,,
guest_settings_format_01,0.9.1.6,0.9.1,outerwear,6,cell,defaults.f.outerwear,NoneType,,,,,,,,
guest_settings_format_01,0.9.1.7,0.9.1,necklace,7,cell,defaults.f.necklace,NoneType,,,,,,,,
guest_settings_format_01,0.9.1.8,0.9.1,arm_accessory,8,cell,defaults.f.arm_accessory,NoneType,,,,,,,,
guest_settings_format_01,0.10,0,exclusions,10,children,,,GuestExclusions,exclusions,list,,,,,
interact_points_format_01,0,,,0,object,,,,,,,,,,InteractPoints
interact_points_format_01,0.0,0,id,0,cell,id,str,,,,,,,,
interact_points_format_01,0.1,0,kind,1,cell,kind,str,,,,,,,,
interact_points_format_01,0.2,0,source_id,2,cell,source_id,str,,,,,,,,
interact_points_format_01,0.3,0,spot_id,3,cell,spot_id,str,,,,,,,,
interact_points_format_01,0.4,0,facing,4,cell,facing,NoneType,,,,,,,,
interact_points_format_01,0.5,0,phase,5,cell,phase,str,,,,,,,,
interact_points_format_01,0.6,0,spawn_when,6,cell,spawn_when,NoneType,,,,,,,,
interact_points_format_01,0.7,0,activation_mode,7,cell,activation_mode,str,,,,,,,,
interact_points_format_01,0.8,0,interact_when,8,cell,interact_when,NoneType,,,,,,,,
interact_points_format_01,0.9,0,priority,9,cell,priority,int,,,,,,,,
interact_points_format_01,0.10,0,action_type,10,cell,action_type,str,,,,,,,,
interact_points_format_01,0.11,0,action_ref,11,cell,action_ref,str,,,,,,,,
interact_points_format_01,0.12,0,note,12,cell,note,str,,,,,,,,
dialogue_flows_format_01,0,,,0,object,,,,,,,,,,DialogueFlows
dialogue_flows_format_01,0.0,0,scene_id,0,cell,scene_id,str,,,,,,,,
dialogue_flows_format_01,0.1,0,day,1,cell,day,int,,,,,,,,
dialogue_flows_format_01,0.2,0,flow_seq,2,cell,flow_seq,int,,,,,,,,
dialogue_flows_format_01,0.3,0,play_type,3,cell,play_type,str,,,,,,,,
dialogue_flows_format_01,0.4,0,when,4,cell,when,NoneType,,,,,,,,
interact_points_format_02,0,,,0,object,,,,,,,,,,InteractPoints
interact_points_format_02,0.0,0,id,0,cell,id,str,,,,,,,,
interact_points_format_02,0.1,0,kind,1,cell,kind,str,,,,,,,,
interact_points_format_02,0.2,0,source_id,2,cell,source_id,str,,,,,,,,
interact_points_format_02,0.3,0,spot_id,3,cell,spot_id,str,,,,,,,,
interact_points_format_02,0.4,0,facing,4,cell,facing,NoneType,,,,,,,,
interact_points_format_02,0.5,0,phase,5,cell,phase,str,,,,,,,,
interact_points_format_02,0.6,0,spawn_when,6,cell,spawn_when,str,,,,,,,,
interact_points_format_02,0.7,0,activation_mode,7,cell,activation_mode,str,,,,,,,,
interact_points_format_02,0.8,0,interact_when,8,cell,interact_when,NoneType,,,,,,,,
interact_points_format_02,0.9,0,priority,9,cell,priority,int,,,,,,,,
interact_points_format_02,0.10,0,action_type,10,cell,action_type,str,,,,,,,,
interact_points_format_02,0.11,0,note,11,cell,note,str,,,,,,,,
interact_points_format_02,0.12,0,dialogue_flows,12,children,,,DialogueFlows,dialogue_flows,list,,,,,
interact_points_format_03,0,,,0,object,,,,,,,,,,InteractPoints
interact_points_format_03,0.0,0,id,0,cell,id,str,,,,,,,,
interact_points_format_03,0.1,0,kind,1,cell,kind,str,,,,,,,,
interact_points_format_03,0.2,0,source_id,2,cell,source_id,str,,,,,,,,
interact_points_format_03,0.3,0,spot_id,3,cell,spot_id,str,,,,,,,,
interact_points_format_03,0.4,0,facing,4,cell,facing,str,,,,,,,,
interact_points_format_03,0.5,0,phase,5,cell,phase,str,,,,,,,,
interact_points_format_03,0.6,0,spawn_when,6,cell,spawn_when,str,,,,,,,,
interact_points_format_03,0.7,0,activation_mode,7,cell,activation_mode,str,,,,,,,,
interact_points_format_03,0.8,0,interact_when,8,cell,interact_when,str,,,,,,,,
interact_points_format_03,0.9,0,priority,9,cell,priority,int,,,,,,,,
interact_points_format_03,0.10,0,action_type,10,cell,action_type,str,,,,,,,,
interact_points_format_03,0.11,0,note,11,cell,note,str,,,,,,,,
interact_points_format_03,0.12,0,dialogue_flows,12,children,,,DialogueFlows,dialogue_flows,list,,,,,
dialogue_flows_format_02,0,,,0,object,,,,,,,,,,DialogueFlows
dialogue_flows_format_02,0.0,0,scene_id,0,cell,scene_id,str,,,,,,,,
dialogue_flows_format_02,0.1,0,day,1,cell,day,NoneType,,,,,,,,
dialogue_flows_format_02,0.2,0,flow_seq,2,cell,flow_seq,int,,,,,,,,
dialogue_flows_format_02,0.3,0,play_type,3,cell,play_type,str,,,,,,,,
dialogue_flows_format_02,0.4,0,when,4,cell,when,NoneType,,,,,,,,
dialogue_flows_format_03,0,,,0,object,,,,,,,,,,DialogueFlows
dialogue_flows_format_03,0.0,0,scene_id,0,cell,scene_id,str,,,,,,,,
dialogue_flows_format_03,0.1,0,day,1,cell,day,NoneType,,,,,,,,
dialogue_flows_format_03,0.2,0,flow_seq,2,cell,flow_seq,int,,,,,,,,
dialogue_flows_format_03,0.3,0,play_type,3,cell,play_type,str,,,,,,,,
dialogue_flows_format_03,0.4,0,when,4,cell,when,str,,,,,,,,
interact_points_format_04,0,,,0,object,,,,,,,,,,InteractPoints
interact_points_format_04,0.0,0,id,0,cell,id,str,,,,,,,,
interact_points_format_04,0.1,0,kind,1,cell,kind,str,,,,,,,,
interact_points_format_04,0.2,0,source_id,2,cell,source_id,str,,,,,,,,
interact_points_format_04,0.3,0,spot_id,3,cell,spot_id,str,,,,,,,,
interact_points_format_04,0.4,0,facing,4,cell,facing,str,,,,,,,,
interact_points_format_04,0.5,0,phase,5,cell,phase,str,,,,,,,,
interact_points_format_04,0.6,0,spawn_when,6,cell,spawn_when,str,,,,,,,,
interact_points_format_04,0.7,0,activation_mode,7,cell,activation_mode,str,,,,,,,,
interact_points_format_04,0.8,0,interact_when,8,cell,interact_when,NoneType,,,,,,,,
interact_points_format_04,0.9,0,priority,9,cell,priority,int,,,,,,,,
interact_points_format_04,0.10,0,action_type,10,cell,action_type,str,,,,,,,,
interact_points_format_04,0.11,0,note,11,cell,note,str,,,,,,,,
interact_points_format_04,0.12,0,dialogue_flows,12,children,,,DialogueFlows,dialogue_flows,list,,,,,
interact_points_format_05,0,,,0,object,,,,,,,,,,InteractPoints
interact_points_format_05,0.0,0,id,0,cell,id,str,,,,,,,,
interact_points_format_05,0.1,0,kind,1,cell,kind,str,,,,,,,,
interact_points_format_05,0.2,0,source_id,2,cell,source_id,str,,,,,,,,
interact_points_format_05,0.3,0,spot_id,3,cell,spot_id,str,,,,,,,,
interact_points_format_05,0.4,0,facing,4,cell,facing,NoneType,,,,,,,,
interact_points_format_05,0.5,0,phase,5,cell,phase,str,,,,,,,,
interact_points_format_05,0.6,0,spawn_when,6,cell,spawn_when,NoneType,,,,,,,,
interact_points_format_05,0.7,0,activation_mode,7,cell,activation_mode,str,,,,,,,,
interact_points_format_05,0.8,0,interact_when,8,cell,interact_when,str,,,,,,,,
interact_points_format_05,0.9,0,priority,9,cell,priority,int,,,,,,,,
interact_points_format_05,0.10,0,action_type,10,cell,action_type,str,,,,,,,,
interact_points_format_05,0.11,0,note,11,cell,note,str,,,,,,,,
interact_points_format_05,0.12,0,dialogue_flows,12,children,,,DialogueFlows,dialogue_flows,list,,,,,
interact_points_format_06,0,,,0,object,,,,,,,,,,InteractPoints
interact_points_format_06,0.0,0,id,0,cell,id,str,,,,,,,,
interact_points_format_06,0.1,0,kind,1,cell,kind,str,,,,,,,,
interact_points_format_06,0.2,0,source_id,2,cell,source_id,str,,,,,,,,
interact_points_format_06,0.3,0,spot_id,3,cell,spot_id,str,,,,,,,,
interact_points_format_06,0.4,0,facing,4,cell,facing,NoneType,,,,,,,,
interact_points_format_06,0.5,0,phase,5,cell,phase,str,,,,,,,,
interact_points_format_06,0.6,0,spawn_when,6,cell,spawn_when,str,,,,,,,,
interact_points_format_06,0.7,0,activation_mode,7,cell,activation_mode,str,,,,,,,,
interact_points_format_06,0.8,0,interact_when,8,cell,interact_when,NoneType,,,,,,,,
interact_points_format_06,0.9,0,priority,9,cell,priority,int,,,,,,,,
interact_points_format_06,0.10,0,action_type,10,cell,action_type,str,,,,,,,,
interact_points_format_06,0.11,0,action_ref,11,cell,action_ref,str,,,,,,,,
interact_points_format_06,0.12,0,note,12,cell,note,str,,,,,,,,
order_rules_format_01,0,,,0,object,,,,,,,,,,OrderRules
order_rules_format_01,0.0,0,order_id,0,cell,order_id,str,,,,,,,,
order_rules_format_01,0.1,0,seq,1,cell,seq,int,,,,,,,,
order_rules_format_01,0.2,0,when,2,cell,when,str,,,,,,,,
order_rules_format_01,0.3,0,verdict,3,cell,verdict,str,,,,,,,,
order_rules_format_01,0.4,0,effects,4,cell,effects,str,,,,,,,,
order_rules_format_01,0.5,0,react,5,cell,react,NoneType,,,,,,,,
order_rules_format_01,0.6,0,note,6,cell,note,str,,,,,,,,
order_rules_format_02,0,,,0,object,,,,,,,,,,OrderRules
order_rules_format_02,0.0,0,order_id,0,cell,order_id,str,,,,,,,,
order_rules_format_02,0.1,0,seq,1,cell,seq,int,,,,,,,,
order_rules_format_02,0.2,0,when,2,cell,when,str,,,,,,,,
order_rules_format_02,0.3,0,verdict,3,cell,verdict,str,,,,,,,,
order_rules_format_02,0.4,0,effects,4,cell,effects,NoneType,,,,,,,,
order_rules_format_02,0.5,0,react,5,cell,react,NoneType,,,,,,,,
order_rules_format_02,0.6,0,note,6,cell,note,str,,,,,,,,
order_rules_format_03,0,,,0,object,,,,,,,,,,OrderRules
order_rules_format_03,0.0,0,order_id,0,cell,order_id,str,,,,,,,,
order_rules_format_03,0.1,0,seq,1,cell,seq,int,,,,,,,,
order_rules_format_03,0.2,0,when,2,cell,when,NoneType,,,,,,,,
order_rules_format_03,0.3,0,verdict,3,cell,verdict,str,,,,,,,,
order_rules_format_03,0.4,0,effects,4,cell,effects,NoneType,,,,,,,,
order_rules_format_03,0.5,0,react,5,cell,react,NoneType,,,,,,,,
order_rules_format_03,0.6,0,note,6,cell,note,str,,,,,,,,
personalities_format_01,0,,,0,object,,,,,,,,,,Personalities
personalities_format_01,0.0,0,id,0,cell,id,str,,,,,,,,
personalities_format_01,0.1,0,name,1,object,,,,,,,,,,
personalities_format_01,0.1.0,0.1,ko,0,cell,name.ko,str,,,,,,,,
personalities_format_01,0.1.1,0.1,en,1,cell,name.en,str,,,,,,,,
personalities_format_01,0.2,0,tip_mult,2,cell,tip_mult,float,,,,,,,,
personalities_format_01,0.3,0,patience_mult,3,cell,patience_mult,float,,,,,,,,
personalities_format_01,0.4,0,think_chance,4,cell,think_chance,float,,,,,,,,
interact_points_format_07,0,,,0,object,,,,,,,,,,InteractPoints
interact_points_format_07,0.0,0,id,0,cell,id,str,,,,,,,,
interact_points_format_07,0.1,0,kind,1,cell,kind,str,,,,,,,,
interact_points_format_07,0.2,0,source_id,2,cell,source_id,str,,,,,,,,
interact_points_format_07,0.3,0,spot_id,3,cell,spot_id,str,,,,,,,,
interact_points_format_07,0.4,0,facing,4,cell,facing,NoneType,,,,,,,,
interact_points_format_07,0.5,0,phase,5,cell,phase,str,,,,,,,,
interact_points_format_07,0.6,0,spawn_when,6,cell,spawn_when,str,,,,,,,,
interact_points_format_07,0.7,0,activation_mode,7,cell,activation_mode,str,,,,,,,,
interact_points_format_07,0.8,0,interact_when,8,cell,interact_when,str,,,,,,,,
interact_points_format_07,0.9,0,priority,9,cell,priority,int,,,,,,,,
interact_points_format_07,0.10,0,action_type,10,cell,action_type,str,,,,,,,,
interact_points_format_07,0.11,0,note,11,cell,note,str,,,,,,,,
interact_points_format_07,0.12,0,dialogue_flows,12,children,,,DialogueFlows,dialogue_flows,list,,,,,
interact_points_format_08,0,,,0,object,,,,,,,,,,InteractPoints
interact_points_format_08,0.0,0,id,0,cell,id,str,,,,,,,,
interact_points_format_08,0.1,0,kind,1,cell,kind,str,,,,,,,,
interact_points_format_08,0.2,0,source_id,2,cell,source_id,str,,,,,,,,
interact_points_format_08,0.3,0,spot_id,3,cell,spot_id,str,,,,,,,,
interact_points_format_08,0.4,0,facing,4,cell,facing,NoneType,,,,,,,,
interact_points_format_08,0.5,0,phase,5,cell,phase,str,,,,,,,,
interact_points_format_08,0.6,0,spawn_when,6,cell,spawn_when,str,,,,,,,,
interact_points_format_08,0.7,0,activation_mode,7,cell,activation_mode,str,,,,,,,,
interact_points_format_08,0.8,0,interact_when,8,cell,interact_when,NoneType,,,,,,,,
interact_points_format_08,0.9,0,priority,9,cell,priority,int,,,,,,,,
interact_points_format_08,0.10,0,action_type,10,cell,action_type,NoneType,,,,,,,,
interact_points_format_08,0.11,0,note,11,cell,note,str,,,,,,,,
random_waves_format_01,0,,,0,object,,,,,,,,,,RandomWaves
random_waves_format_01,0.0,0,day,0,cell,day,int,,,,,,,,
random_waves_format_01,0.1,0,seq,1,cell,seq,int,,,,,,,,
random_waves_format_01,0.2,0,order,2,cell,order,NoneType,,,,,,,,
random_waves_format_01,0.3,0,personality,3,cell,personality,str,,,,,,,,
random_waves_format_01,0.4,0,delay_sec,4,cell,delay_sec,int,,,,,,,,
random_waves_format_01,0.5,0,max_rounds,5,cell,max_rounds,int,,,,,,,,
random_waves_format_01,0.6,0,branch_choice,6,cell,branch_choice,bool,,,,,,,,
random_waves_format_02,0,,,0,object,,,,,,,,,,RandomWaves
random_waves_format_02,0.0,0,day,0,cell,day,int,,,,,,,,
random_waves_format_02,0.1,0,seq,1,cell,seq,int,,,,,,,,
random_waves_format_02,0.2,0,order,2,cell,order,str,,,,,,,,
random_waves_format_02,0.3,0,personality,3,cell,personality,str,,,,,,,,
random_waves_format_02,0.4,0,delay_sec,4,cell,delay_sec,int,,,,,,,,
random_waves_format_02,0.5,0,max_rounds,5,cell,max_rounds,int,,,,,,,,
random_waves_format_02,0.6,0,branch_choice,6,cell,branch_choice,bool,,,,,,,,
regular_slots_format_01,0,,,0,object,,,,,,,,,,RegularSlots
regular_slots_format_01,0.0,0,day,0,cell,day,int,,,,,,,,
regular_slots_format_01,0.1,0,seq,1,cell,seq,int,,,,,,,,
regular_slots_format_01,0.2,0,character,2,cell,character,str,,,,,,,,
regular_slots_format_01,0.3,0,order,3,cell,order,str,,,,,,,,
regular_slots_format_01,0.4,0,delay_sec,4,cell,delay_sec,int,,,,,,,,
regular_slots_format_01,0.5,0,max_rounds,5,cell,max_rounds,int,,,,,,,,
regular_slots_format_01,0.6,0,branch_choice,6,cell,branch_choice,bool,,,,,,,,
regular_slots_format_01,0.7,0,cameo_scene,7,cell,cameo_scene,NoneType,,,,,,,,
regular_slots_format_01,0.8,0,must_serve,8,cell,must_serve,bool,,,,,,,,
regular_slots_format_01,0.9,0,serve_effects,9,cell,serve_effects,str,,,,,,,,
steps_format_01,0,,,0,object,,,,,,,,,,Steps
steps_format_01,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_01,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_01,0.2,0,actor,2,cell,actor,str,,,,,,,,
steps_format_01,0.3,0,dialogue_id,3,cell,dialogue_id,NoneType,,,,,,,,
steps_format_01,0.4,0,arg,4,cell,arg,str,,,,,,,,
steps_format_01,0.5,0,text,5,cell,text,NoneType,,,,,,,,
steps_format_01,0.6,0,when,6,cell,when,NoneType,,,,,,,,
steps_format_01,0.7,0,effects,7,cell,effects,NoneType,,,,,,,,
steps_format_01,0.8,0,sync,8,cell,sync,str,,,,,,,,
steps_format_02,0,,,0,object,,,,,,,,,,Steps
steps_format_02,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_02,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_02,0.2,0,actor,2,cell,actor,str,,,,,,,,
steps_format_02,0.3,0,dialogue_id,3,cell,dialogue_id,str,,,,,,,,
steps_format_02,0.4,0,arg,4,cell,arg,str,,,,,,,,
steps_format_02,0.5,0,text,5,object,,,,,,,,,,
steps_format_02,0.5.0,0.5,ko,0,cell,text.ko,str,,,,,,,,
steps_format_02,0.5.1,0.5,en,1,cell,text.en,str,,,,,,,,
steps_format_02,0.6,0,when,6,cell,when,NoneType,,,,,,,,
steps_format_02,0.7,0,effects,7,cell,effects,NoneType,,,,,,,,
steps_format_02,0.8,0,sync,8,cell,sync,str,,,,,,,,
steps_format_03,0,,,0,object,,,,,,,,,,Steps
steps_format_03,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_03,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_03,0.2,0,actor,2,cell,actor,NoneType,,,,,,,,
steps_format_03,0.3,0,dialogue_id,3,cell,dialogue_id,NoneType,,,,,,,,
steps_format_03,0.4,0,arg,4,cell,arg,str,,,,,,,,
steps_format_03,0.5,0,text,5,cell,text,NoneType,,,,,,,,
steps_format_03,0.6,0,when,6,cell,when,NoneType,,,,,,,,
steps_format_03,0.7,0,effects,7,cell,effects,NoneType,,,,,,,,
steps_format_03,0.8,0,sync,8,cell,sync,str,,,,,,,,
steps_format_04,0,,,0,object,,,,,,,,,,Steps
steps_format_04,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_04,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_04,0.2,0,actor,2,cell,actor,str,,,,,,,,
steps_format_04,0.3,0,dialogue_id,3,cell,dialogue_id,NoneType,,,,,,,,
steps_format_04,0.4,0,arg,4,cell,arg,NoneType,,,,,,,,
steps_format_04,0.5,0,text,5,cell,text,NoneType,,,,,,,,
steps_format_04,0.6,0,when,6,cell,when,NoneType,,,,,,,,
steps_format_04,0.7,0,effects,7,cell,effects,NoneType,,,,,,,,
steps_format_04,0.8,0,sync,8,cell,sync,str,,,,,,,,
steps_format_05,0,,,0,object,,,,,,,,,,Steps
steps_format_05,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_05,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_05,0.2,0,actor,2,cell,actor,str,,,,,,,,
steps_format_05,0.3,0,dialogue_id,3,cell,dialogue_id,str,,,,,,,,
steps_format_05,0.4,0,arg,4,cell,arg,str,,,,,,,,
steps_format_05,0.5,0,text,5,object,,,,,,,,,,
steps_format_05,0.5.0,0.5,ko,0,cell,text.ko,str,,,,,,,,
steps_format_05,0.5.1,0.5,en,1,cell,text.en,str,,,,,,,,
steps_format_05,0.6,0,when,6,cell,when,str,,,,,,,,
steps_format_05,0.7,0,effects,7,cell,effects,NoneType,,,,,,,,
steps_format_05,0.8,0,sync,8,cell,sync,str,,,,,,,,
steps_format_06,0,,,0,object,,,,,,,,,,Steps
steps_format_06,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_06,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_06,0.2,0,actor,2,cell,actor,str,,,,,,,,
steps_format_06,0.3,0,dialogue_id,3,cell,dialogue_id,str,,,,,,,,
steps_format_06,0.4,0,arg,4,cell,arg,str,,,,,,,,
steps_format_06,0.5,0,text,5,object,,,,,,,,,,
steps_format_06,0.5.0,0.5,ko,0,cell,text.ko,str,,,,,,,,
steps_format_06,0.5.1,0.5,en,1,cell,text.en,str,,,,,,,,
steps_format_06,0.6,0,when,6,cell,when,str,,,,,,,,
steps_format_06,0.7,0,effects,7,cell,effects,str,,,,,,,,
steps_format_06,0.8,0,sync,8,cell,sync,str,,,,,,,,
steps_format_07,0,,,0,object,,,,,,,,,,Steps
steps_format_07,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_07,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_07,0.2,0,actor,2,cell,actor,NoneType,,,,,,,,
steps_format_07,0.3,0,dialogue_id,3,cell,dialogue_id,NoneType,,,,,,,,
steps_format_07,0.4,0,arg,4,cell,arg,str,,,,,,,,
steps_format_07,0.5,0,text,5,cell,text,NoneType,,,,,,,,
steps_format_07,0.6,0,when,6,cell,when,str,,,,,,,,
steps_format_07,0.7,0,effects,7,cell,effects,NoneType,,,,,,,,
steps_format_07,0.8,0,sync,8,cell,sync,str,,,,,,,,
steps_format_08,0,,,0,object,,,,,,,,,,Steps
steps_format_08,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_08,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_08,0.2,0,actor,2,cell,actor,str,,,,,,,,
steps_format_08,0.3,0,dialogue_id,3,cell,dialogue_id,NoneType,,,,,,,,
steps_format_08,0.4,0,arg,4,cell,arg,NoneType,,,,,,,,
steps_format_08,0.5,0,text,5,cell,text,NoneType,,,,,,,,
steps_format_08,0.6,0,when,6,cell,when,str,,,,,,,,
steps_format_08,0.7,0,effects,7,cell,effects,str,,,,,,,,
steps_format_08,0.8,0,sync,8,cell,sync,str,,,,,,,,
steps_format_09,0,,,0,object,,,,,,,,,,Steps
steps_format_09,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_09,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_09,0.2,0,actor,2,cell,actor,NoneType,,,,,,,,
steps_format_09,0.3,0,dialogue_id,3,cell,dialogue_id,NoneType,,,,,,,,
steps_format_09,0.4,0,arg,4,cell,arg,NoneType,,,,,,,,
steps_format_09,0.5,0,text,5,cell,text,NoneType,,,,,,,,
steps_format_09,0.6,0,when,6,cell,when,NoneType,,,,,,,,
steps_format_09,0.7,0,effects,7,cell,effects,NoneType,,,,,,,,
steps_format_09,0.8,0,sync,8,cell,sync,str,,,,,,,,
scenes_format_01,0,,,0,object,,,,,,,,,,Scenes
scenes_format_01,0.0,0,id,0,cell,id,str,,,,,,,,
scenes_format_01,0.1,0,day,1,cell,day,int,,,,,,,,
scenes_format_01,0.2,0,phase,2,cell,phase,str,,,,,,,,
scenes_format_01,0.3,0,seq,3,cell,seq,int,,,,,,,,
scenes_format_01,0.4,0,trigger,4,cell,trigger,str,,,,,,,,
scenes_format_01,0.5,0,when,5,cell,when,NoneType,,,,,,,,
scenes_format_01,0.6,0,title,6,cell,title,str,,,,,,,,
scenes_format_01,0.7,0,skippable,7,cell,skippable,bool,,,,,,,,
scenes_format_01,0.8,0,group,8,cell,group,NoneType,,,,,,,,
scenes_format_01,0.9,0,steps,9,children,,,Steps,steps,list,,,,,
script_files_format_01,0,,,0,object,,,,,,,,,,ScriptFiles
script_files_format_01,0.0,0,place,0,cell,place,str,,,,,,,,
script_files_format_01,0.1,0,scenes,1,children,,,Scenes,scenes,list,,,,,
script_files_format_01,0.2,0,choices,2,children,,,BarChoiceGroups,choices,dict,choice_group,,,,
steps_format_10,0,,,0,object,,,,,,,,,,Steps
steps_format_10,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_10,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_10,0.2,0,actor,2,cell,actor,NoneType,,,,,,,,
steps_format_10,0.3,0,dialogue_id,3,cell,dialogue_id,NoneType,,,,,,,,
steps_format_10,0.4,0,arg,4,cell,arg,NoneType,,,,,,,,
steps_format_10,0.5,0,text,5,cell,text,NoneType,,,,,,,,
steps_format_10,0.6,0,when,6,cell,when,str,,,,,,,,
steps_format_10,0.7,0,effects,7,cell,effects,str,,,,,,,,
steps_format_10,0.8,0,sync,8,cell,sync,str,,,,,,,,
steps_format_11,0,,,0,object,,,,,,,,,,Steps
steps_format_11,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_11,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_11,0.2,0,actor,2,cell,actor,str,,,,,,,,
steps_format_11,0.3,0,dialogue_id,3,cell,dialogue_id,NoneType,,,,,,,,
steps_format_11,0.4,0,arg,4,cell,arg,NoneType,,,,,,,,
steps_format_11,0.5,0,text,5,cell,text,NoneType,,,,,,,,
steps_format_11,0.6,0,when,6,cell,when,str,,,,,,,,
steps_format_11,0.7,0,effects,7,cell,effects,NoneType,,,,,,,,
steps_format_11,0.8,0,sync,8,cell,sync,str,,,,,,,,
bar_choices_format_01,0,,,0,object,,,,,,,,,,BarChoices
bar_choices_format_01,0.0,0,seq,0,cell,seq,int,,,,,,,,
bar_choices_format_01,0.1,0,text,1,object,,,,,,,,,,
bar_choices_format_01,0.1.0,0.1,ko,0,cell,text.ko,str,,,,,,,,
bar_choices_format_01,0.1.1,0.1,en,1,cell,text.en,str,,,,,,,,
bar_choices_format_01,0.2,0,when,2,cell,when,NoneType,,,,,,,,
bar_choices_format_01,0.3,0,effects,3,cell,effects,NoneType,,,,,,,,
bar_choices_format_01,0.4,0,goto,4,cell,goto,str,,,,,,,,
bar_choices_format_01,0.5,0,lock_reason,5,cell,lock_reason,NoneType,,,,,,,,
bar_choices_format_02,0,,,0,object,,,,,,,,,,BarChoices
bar_choices_format_02,0.0,0,seq,0,cell,seq,int,,,,,,,,
bar_choices_format_02,0.1,0,text,1,object,,,,,,,,,,
bar_choices_format_02,0.1.0,0.1,ko,0,cell,text.ko,str,,,,,,,,
bar_choices_format_02,0.1.1,0.1,en,1,cell,text.en,str,,,,,,,,
bar_choices_format_02,0.2,0,when,2,cell,when,NoneType,,,,,,,,
bar_choices_format_02,0.3,0,effects,3,cell,effects,NoneType,,,,,,,,
bar_choices_format_02,0.4,0,goto,4,cell,goto,NoneType,,,,,,,,
bar_choices_format_02,0.5,0,lock_reason,5,cell,lock_reason,NoneType,,,,,,,,
bar_choice_groups_format_01,0,,,0,children,,,BarChoices,value,list,,,,choice_group,BarChoiceGroups
steps_format_12,0,,,0,object,,,,,,,,,,Steps
steps_format_12,0.0,0,seq,0,cell,seq,int,,,,,,,,
steps_format_12,0.1,0,type,1,cell,type,str,,,,,,,,
steps_format_12,0.2,0,actor,2,cell,actor,NoneType,,,,,,,,
steps_format_12,0.3,0,dialogue_id,3,cell,dialogue_id,NoneType,,,,,,,,
steps_format_12,0.4,0,arg,4,cell,arg,NoneType,,,,,,,,
steps_format_12,0.5,0,text,5,cell,text,NoneType,,,,,,,,
steps_format_12,0.6,0,when,6,cell,when,NoneType,,,,,,,,
steps_format_12,0.7,0,effects,7,cell,effects,str,,,,,,,,
steps_format_12,0.8,0,sync,8,cell,sync,str,,,,,,,,
bar_choices_format_03,0,,,0,object,,,,,,,,,,BarChoices
bar_choices_format_03,0.0,0,seq,0,cell,seq,int,,,,,,,,
bar_choices_format_03,0.1,0,text,1,object,,,,,,,,,,
bar_choices_format_03,0.1.0,0.1,ko,0,cell,text.ko,str,,,,,,,,
bar_choices_format_03,0.1.1,0.1,en,1,cell,text.en,str,,,,,,,,
bar_choices_format_03,0.2,0,when,2,cell,when,NoneType,,,,,,,,
bar_choices_format_03,0.3,0,effects,3,cell,effects,str,,,,,,,,
bar_choices_format_03,0.4,0,goto,4,cell,goto,str,,,,,,,,
bar_choices_format_03,0.5,0,lock_reason,5,cell,lock_reason,NoneType,,,,,,,,
bar_choices_format_04,0,,,0,object,,,,,,,,,,BarChoices
bar_choices_format_04,0.0,0,seq,0,cell,seq,int,,,,,,,,
bar_choices_format_04,0.1,0,text,1,object,,,,,,,,,,
bar_choices_format_04,0.1.0,0.1,ko,0,cell,text.ko,str,,,,,,,,
bar_choices_format_04,0.1.1,0.1,en,1,cell,text.en,str,,,,,,,,
